episode,total_reward,best_reward,agent.epsilon
31502,-102.0,-84.0,0.005
31503,-88.0,-84.0,0.005
31504,-106.0,-84.0,0.005
31505,-146.0,-84.0,0.005
31506,-158.0,-84.0,0.005
31507,-133.0,-84.0,0.005
31508,-92.0,-84.0,0.005
31509,-106.0,-84.0,0.005
31510,-140.0,-84.0,0.005
31511,-107.0,-84.0,0.005
31512,-153.0,-84.0,0.005
31513,-91.0,-84.0,0.005
31514,-151.0,-84.0,0.005
31515,-86.0,-84.0,0.005
31516,-169.0,-84.0,0.005
31517,-142.0,-84.0,0.005
31518,-134.0,-84.0,0.005
31519,-139.0,-84.0,0.005
31520,-88.0,-84.0,0.005
31521,-107.0,-84.0,0.005
31522,-92.0,-84.0,0.005
31523,-145.0,-84.0,0.005
31524,-180.0,-84.0,0.005
31525,-106.0,-84.0,0.005
31526,-105.0,-84.0,0.005
31527,-107.0,-84.0,0.005
31528,-98.0,-84.0,0.005
31529,-91.0,-84.0,0.005
31530,-106.0,-84.0,0.005
31531,-155.0,-84.0,0.005
31532,-106.0,-84.0,0.005
31533,-147.0,-84.0,0.005
31534,-145.0,-84.0,0.005
31535,-106.0,-84.0,0.005
31536,-139.0,-84.0,0.005
31537,-106.0,-84.0,0.005
31538,-146.0,-84.0,0.005
31539,-144.0,-84.0,0.005
31540,-105.0,-84.0,0.005
31541,-90.0,-84.0,0.005
31542,-139.0,-84.0,0.005
31543,-120.0,-84.0,0.005
31544,-162.0,-84.0,0.005
31545,-160.0,-84.0,0.005
31546,-167.0,-84.0,0.005
31547,-107.0,-84.0,0.005
31548,-92.0,-84.0,0.005
31549,-93.0,-84.0,0.005
31550,-88.0,-84.0,0.005
31551,-136.0,-84.0,0.005
31552,-155.0,-84.0,0.005
31553,-144.0,-84.0,0.005
31554,-106.0,-84.0,0.005
31555,-163.0,-84.0,0.005
31556,-107.0,-84.0,0.005
31557,-143.0,-84.0,0.005
31558,-88.0,-84.0,0.005
31559,-106.0,-84.0,0.005
31560,-137.0,-84.0,0.005
31561,-141.0,-84.0,0.005
31562,-108.0,-84.0,0.005
31563,-153.0,-84.0,0.005
31564,-105.0,-84.0,0.005
31565,-92.0,-84.0,0.005
31566,-105.0,-84.0,0.005
31567,-88.0,-84.0,0.005
31568,-89.0,-84.0,0.005
31569,-140.0,-84.0,0.005
31570,-107.0,-84.0,0.005
31571,-106.0,-84.0,0.005
31572,-142.0,-84.0,0.005
31573,-138.0,-84.0,0.005
31574,-137.0,-84.0,0.005
31575,-145.0,-84.0,0.005
31576,-139.0,-84.0,0.005
31577,-107.0,-84.0,0.005
31578,-140.0,-84.0,0.005
31579,-92.0,-84.0,0.005
31580,-95.0,-84.0,0.005
31581,-149.0,-84.0,0.005
31582,-151.0,-84.0,0.005
31583,-106.0,-84.0,0.005
31584,-144.0,-84.0,0.005
31585,-88.0,-84.0,0.005
31586,-88.0,-84.0,0.005
31587,-106.0,-84.0,0.005
31588,-141.0,-84.0,0.005
31589,-137.0,-84.0,0.005
31590,-145.0,-84.0,0.005
31591,-106.0,-84.0,0.005
31592,-147.0,-84.0,0.005
31593,-144.0,-84.0,0.005
31594,-155.0,-84.0,0.005
31595,-151.0,-84.0,0.005
31596,-90.0,-84.0,0.005
31597,-106.0,-84.0,0.005
31598,-106.0,-84.0,0.005
31599,-165.0,-84.0,0.005
31600,-164.0,-84.0,0.005
31601,-152.0,-84.0,0.005
31602,-91.0,-84.0,0.005
31603,-144.0,-84.0,0.005
31604,-162.0,-84.0,0.005
31605,-106.0,-84.0,0.005
31606,-106.0,-84.0,0.005
31607,-93.0,-84.0,0.005
31608,-140.0,-84.0,0.005
31609,-106.0,-84.0,0.005
31610,-95.0,-84.0,0.005
31611,-143.0,-84.0,0.005
31612,-107.0,-84.0,0.005
31613,-169.0,-84.0,0.005
31614,-137.0,-84.0,0.005
31615,-105.0,-84.0,0.005
31616,-107.0,-84.0,0.005
31617,-106.0,-84.0,0.005
31618,-180.0,-84.0,0.005
31619,-158.0,-84.0,0.005
31620,-105.0,-84.0,0.005
31621,-140.0,-84.0,0.005
31622,-141.0,-84.0,0.005
31623,-106.0,-84.0,0.005
31624,-144.0,-84.0,0.005
31625,-106.0,-84.0,0.005
31626,-145.0,-84.0,0.005
31627,-106.0,-84.0,0.005
31628,-106.0,-84.0,0.005
31629,-144.0,-84.0,0.005
31630,-108.0,-84.0,0.005
31631,-144.0,-84.0,0.005
31632,-154.0,-84.0,0.005
31633,-106.0,-84.0,0.005
31634,-165.0,-84.0,0.005
31635,-158.0,-84.0,0.005
31636,-107.0,-84.0,0.005
31637,-164.0,-84.0,0.005
31638,-106.0,-84.0,0.005
31639,-156.0,-84.0,0.005
31640,-150.0,-84.0,0.005
31641,-153.0,-84.0,0.005
31642,-152.0,-84.0,0.005
31643,-179.0,-84.0,0.005
31644,-175.0,-84.0,0.005
31645,-151.0,-84.0,0.005
31646,-90.0,-84.0,0.005
31647,-140.0,-84.0,0.005
31648,-154.0,-84.0,0.005
31649,-92.0,-84.0,0.005
31650,-89.0,-84.0,0.005
31651,-137.0,-84.0,0.005
31652,-151.0,-84.0,0.005
31653,-110.0,-84.0,0.005
31654,-89.0,-84.0,0.005
31655,-187.0,-84.0,0.005
31656,-138.0,-84.0,0.005
31657,-152.0,-84.0,0.005
31658,-89.0,-84.0,0.005
31659,-101.0,-84.0,0.005
31660,-94.0,-84.0,0.005
31661,-140.0,-84.0,0.005
31662,-154.0,-84.0,0.005
31663,-141.0,-84.0,0.005
31664,-89.0,-84.0,0.005
31665,-89.0,-84.0,0.005
31666,-153.0,-84.0,0.005
31667,-90.0,-84.0,0.005
31668,-153.0,-84.0,0.005
31669,-112.0,-84.0,0.005
31670,-166.0,-84.0,0.005
31671,-106.0,-84.0,0.005
31672,-114.0,-84.0,0.005
31673,-160.0,-84.0,0.005
31674,-143.0,-84.0,0.005
31675,-168.0,-84.0,0.005
31676,-99.0,-84.0,0.005
31677,-106.0,-84.0,0.005
31678,-158.0,-84.0,0.005
31679,-107.0,-84.0,0.005
31680,-94.0,-84.0,0.005
31681,-147.0,-84.0,0.005
31682,-145.0,-84.0,0.005
31683,-147.0,-84.0,0.005
31684,-143.0,-84.0,0.005
31685,-146.0,-84.0,0.005
31686,-181.0,-84.0,0.005
31687,-107.0,-84.0,0.005
31688,-139.0,-84.0,0.005
31689,-106.0,-84.0,0.005
31690,-107.0,-84.0,0.005
31691,-102.0,-84.0,0.005
31692,-104.0,-84.0,0.005
31693,-98.0,-84.0,0.005
31694,-143.0,-84.0,0.005
31695,-106.0,-84.0,0.005
31696,-106.0,-84.0,0.005
31697,-144.0,-84.0,0.005
31698,-144.0,-84.0,0.005
31699,-182.0,-84.0,0.005
31700,-145.0,-84.0,0.005
31701,-107.0,-84.0,0.005
31702,-138.0,-84.0,0.005
31703,-99.0,-84.0,0.005
31704,-154.0,-84.0,0.005
31705,-167.0,-84.0,0.005
31706,-106.0,-84.0,0.005
31707,-106.0,-84.0,0.005
31708,-88.0,-84.0,0.005
31709,-152.0,-84.0,0.005
31710,-141.0,-84.0,0.005
31711,-92.0,-84.0,0.005
31712,-147.0,-84.0,0.005
31713,-149.0,-84.0,0.005
31714,-142.0,-84.0,0.005
31715,-149.0,-84.0,0.005
31716,-146.0,-84.0,0.005
31717,-147.0,-84.0,0.005
31718,-106.0,-84.0,0.005
31719,-106.0,-84.0,0.005
31720,-156.0,-84.0,0.005
31721,-138.0,-84.0,0.005
31722,-146.0,-84.0,0.005
31723,-88.0,-84.0,0.005
31724,-106.0,-84.0,0.005
31725,-106.0,-84.0,0.005
31726,-107.0,-84.0,0.005
31727,-107.0,-84.0,0.005
31728,-86.0,-84.0,0.005
31729,-159.0,-84.0,0.005
31730,-107.0,-84.0,0.005
31731,-204.0,-84.0,0.005
31732,-142.0,-84.0,0.005
31733,-105.0,-84.0,0.005
31734,-106.0,-84.0,0.005
31735,-154.0,-84.0,0.005
31736,-107.0,-84.0,0.005
31737,-140.0,-84.0,0.005
31738,-144.0,-84.0,0.005
31739,-97.0,-84.0,0.005
31740,-94.0,-84.0,0.005
31741,-108.0,-84.0,0.005
31742,-107.0,-84.0,0.005
31743,-154.0,-84.0,0.005
31744,-136.0,-84.0,0.005
31745,-140.0,-84.0,0.005
31746,-140.0,-84.0,0.005
31747,-146.0,-84.0,0.005
31748,-106.0,-84.0,0.005
31749,-106.0,-84.0,0.005
31750,-91.0,-84.0,0.005
31751,-91.0,-84.0,0.005
31752,-156.0,-84.0,0.005
31753,-107.0,-84.0,0.005
31754,-143.0,-84.0,0.005
31755,-93.0,-84.0,0.005
31756,-143.0,-84.0,0.005
31757,-143.0,-84.0,0.005
31758,-137.0,-84.0,0.005
31759,-216.0,-84.0,0.005
31760,-91.0,-84.0,0.005
31761,-89.0,-84.0,0.005
31762,-144.0,-84.0,0.005
31763,-148.0,-84.0,0.005
31764,-106.0,-84.0,0.005
31765,-89.0,-84.0,0.005
31766,-87.0,-84.0,0.005
31767,-106.0,-84.0,0.005
31768,-108.0,-84.0,0.005
31769,-152.0,-84.0,0.005
31770,-106.0,-84.0,0.005
31771,-150.0,-84.0,0.005
31772,-99.0,-84.0,0.005
31773,-97.0,-84.0,0.005
31774,-89.0,-84.0,0.005
31775,-91.0,-84.0,0.005
31776,-159.0,-84.0,0.005
31777,-87.0,-84.0,0.005
31778,-179.0,-84.0,0.005
31779,-142.0,-84.0,0.005
31780,-139.0,-84.0,0.005
31781,-95.0,-84.0,0.005
31782,-107.0,-84.0,0.005
31783,-88.0,-84.0,0.005
31784,-139.0,-84.0,0.005
31785,-141.0,-84.0,0.005
31786,-149.0,-84.0,0.005
31787,-91.0,-84.0,0.005
31788,-139.0,-84.0,0.005
31789,-89.0,-84.0,0.005
31790,-106.0,-84.0,0.005
31791,-139.0,-84.0,0.005
31792,-88.0,-84.0,0.005
31793,-148.0,-84.0,0.005
31794,-106.0,-84.0,0.005
31795,-133.0,-84.0,0.005
31796,-144.0,-84.0,0.005
31797,-105.0,-84.0,0.005
31798,-107.0,-84.0,0.005
31799,-105.0,-84.0,0.005
31800,-167.0,-84.0,0.005
31801,-165.0,-84.0,0.005
31802,-89.0,-84.0,0.005
31803,-101.0,-84.0,0.005
31804,-94.0,-84.0,0.005
31805,-91.0,-84.0,0.005
31806,-140.0,-84.0,0.005
31807,-153.0,-84.0,0.005
31808,-107.0,-84.0,0.005
31809,-105.0,-84.0,0.005
31810,-221.0,-84.0,0.005
31811,-142.0,-84.0,0.005
31812,-158.0,-84.0,0.005
31813,-141.0,-84.0,0.005
31814,-106.0,-84.0,0.005
31815,-106.0,-84.0,0.005
31816,-107.0,-84.0,0.005
31817,-91.0,-84.0,0.005
31818,-154.0,-84.0,0.005
31819,-90.0,-84.0,0.005
31820,-144.0,-84.0,0.005
31821,-145.0,-84.0,0.005
31822,-145.0,-84.0,0.005
31823,-140.0,-84.0,0.005
31824,-95.0,-84.0,0.005
31825,-141.0,-84.0,0.005
31826,-106.0,-84.0,0.005
31827,-107.0,-84.0,0.005
31828,-148.0,-84.0,0.005
31829,-106.0,-84.0,0.005
31830,-112.0,-84.0,0.005
31831,-165.0,-84.0,0.005
31832,-138.0,-84.0,0.005
31833,-138.0,-84.0,0.005
31834,-108.0,-84.0,0.005
31835,-155.0,-84.0,0.005
31836,-106.0,-84.0,0.005
31837,-99.0,-84.0,0.005
31838,-89.0,-84.0,0.005
31839,-138.0,-84.0,0.005
31840,-197.0,-84.0,0.005
31841,-114.0,-84.0,0.005
31842,-142.0,-84.0,0.005
31843,-86.0,-84.0,0.005
31844,-86.0,-84.0,0.005
31845,-89.0,-84.0,0.005
31846,-87.0,-84.0,0.005
31847,-166.0,-84.0,0.005
31848,-154.0,-84.0,0.005
31849,-106.0,-84.0,0.005
31850,-150.0,-84.0,0.005
31851,-89.0,-84.0,0.005
31852,-145.0,-84.0,0.005
31853,-108.0,-84.0,0.005
31854,-106.0,-84.0,0.005
31855,-106.0,-84.0,0.005
31856,-154.0,-84.0,0.005
31857,-107.0,-84.0,0.005
31858,-106.0,-84.0,0.005
31859,-148.0,-84.0,0.005
31860,-139.0,-84.0,0.005
31861,-147.0,-84.0,0.005
31862,-106.0,-84.0,0.005
31863,-139.0,-84.0,0.005
31864,-136.0,-84.0,0.005
31865,-106.0,-84.0,0.005
31866,-107.0,-84.0,0.005
31867,-106.0,-84.0,0.005
31868,-140.0,-84.0,0.005
31869,-106.0,-84.0,0.005
31870,-92.0,-84.0,0.005
31871,-182.0,-84.0,0.005
31872,-106.0,-84.0,0.005
31873,-171.0,-84.0,0.005
31874,-107.0,-84.0,0.005
31875,-106.0,-84.0,0.005
31876,-140.0,-84.0,0.005
31877,-99.0,-84.0,0.005
31878,-106.0,-84.0,0.005
31879,-107.0,-84.0,0.005
31880,-140.0,-84.0,0.005
31881,-93.0,-84.0,0.005
31882,-132.0,-84.0,0.005
31883,-87.0,-84.0,0.005
31884,-99.0,-84.0,0.005
31885,-106.0,-84.0,0.005
31886,-137.0,-84.0,0.005
31887,-106.0,-84.0,0.005
31888,-144.0,-84.0,0.005
31889,-105.0,-84.0,0.005
31890,-90.0,-84.0,0.005
31891,-94.0,-84.0,0.005
31892,-86.0,-84.0,0.005
31893,-92.0,-84.0,0.005
31894,-107.0,-84.0,0.005
31895,-106.0,-84.0,0.005
31896,-136.0,-84.0,0.005
31897,-99.0,-84.0,0.005
31898,-94.0,-84.0,0.005
31899,-109.0,-84.0,0.005
31900,-107.0,-84.0,0.005
31901,-141.0,-84.0,0.005
31902,-107.0,-84.0,0.005
31903,-145.0,-84.0,0.005
31904,-175.0,-84.0,0.005
31905,-141.0,-84.0,0.005
31906,-171.0,-84.0,0.005
31907,-168.0,-84.0,0.005
31908,-99.0,-84.0,0.005
31909,-141.0,-84.0,0.005
31910,-133.0,-84.0,0.005
31911,-106.0,-84.0,0.005
31912,-91.0,-84.0,0.005
31913,-138.0,-84.0,0.005
31914,-146.0,-84.0,0.005
31915,-145.0,-84.0,0.005
31916,-148.0,-84.0,0.005
31917,-89.0,-84.0,0.005
31918,-106.0,-84.0,0.005
31919,-105.0,-84.0,0.005
31920,-96.0,-84.0,0.005
31921,-143.0,-84.0,0.005
31922,-105.0,-84.0,0.005
31923,-139.0,-84.0,0.005
31924,-94.0,-84.0,0.005
31925,-90.0,-84.0,0.005
31926,-142.0,-84.0,0.005
31927,-147.0,-84.0,0.005
31928,-108.0,-84.0,0.005
31929,-107.0,-84.0,0.005
31930,-138.0,-84.0,0.005
31931,-107.0,-84.0,0.005
31932,-93.0,-84.0,0.005
31933,-135.0,-84.0,0.005
31934,-143.0,-84.0,0.005
31935,-96.0,-84.0,0.005
31936,-97.0,-84.0,0.005
31937,-151.0,-84.0,0.005
31938,-154.0,-84.0,0.005
31939,-149.0,-84.0,0.005
31940,-108.0,-84.0,0.005
31941,-160.0,-84.0,0.005
31942,-89.0,-84.0,0.005
31943,-142.0,-84.0,0.005
31944,-106.0,-84.0,0.005
31945,-144.0,-84.0,0.005
31946,-94.0,-84.0,0.005
31947,-139.0,-84.0,0.005
31948,-106.0,-84.0,0.005
31949,-144.0,-84.0,0.005
31950,-155.0,-84.0,0.005
31951,-111.0,-84.0,0.005
31952,-94.0,-84.0,0.005
31953,-88.0,-84.0,0.005
31954,-139.0,-84.0,0.005
31955,-150.0,-84.0,0.005
31956,-146.0,-84.0,0.005
31957,-132.0,-84.0,0.005
31958,-143.0,-84.0,0.005
31959,-156.0,-84.0,0.005
31960,-88.0,-84.0,0.005
31961,-106.0,-84.0,0.005
31962,-149.0,-84.0,0.005
31963,-106.0,-84.0,0.005
31964,-154.0,-84.0,0.005
31965,-106.0,-84.0,0.005
31966,-145.0,-84.0,0.005
31967,-88.0,-84.0,0.005
31968,-141.0,-84.0,0.005
31969,-90.0,-84.0,0.005
31970,-108.0,-84.0,0.005
31971,-86.0,-84.0,0.005
31972,-106.0,-84.0,0.005
31973,-139.0,-84.0,0.005
31974,-137.0,-84.0,0.005
31975,-153.0,-84.0,0.005
31976,-156.0,-84.0,0.005
31977,-143.0,-84.0,0.005
31978,-101.0,-84.0,0.005
31979,-106.0,-84.0,0.005
31980,-108.0,-84.0,0.005
31981,-148.0,-84.0,0.005
31982,-107.0,-84.0,0.005
31983,-147.0,-84.0,0.005
31984,-103.0,-84.0,0.005
31985,-90.0,-84.0,0.005
31986,-93.0,-84.0,0.005
31987,-107.0,-84.0,0.005
31988,-153.0,-84.0,0.005
31989,-106.0,-84.0,0.005
31990,-87.0,-84.0,0.005
31991,-140.0,-84.0,0.005
31992,-146.0,-84.0,0.005
31993,-91.0,-84.0,0.005
31994,-148.0,-84.0,0.005
31995,-90.0,-84.0,0.005
31996,-138.0,-84.0,0.005
31997,-106.0,-84.0,0.005
31998,-88.0,-84.0,0.005
31999,-106.0,-84.0,0.005
32000,-90.0,-84.0,0.005
32001,-151.0,-84.0,0.005
32002,-139.0,-84.0,0.005
32003,-145.0,-84.0,0.005
32004,-147.0,-84.0,0.005
32005,-90.0,-84.0,0.005
32006,-97.0,-84.0,0.005
32007,-150.0,-84.0,0.005
32008,-142.0,-84.0,0.005
32009,-97.0,-84.0,0.005
32010,-144.0,-84.0,0.005
32011,-153.0,-84.0,0.005
32012,-107.0,-84.0,0.005
32013,-144.0,-84.0,0.005
32014,-106.0,-84.0,0.005
32015,-88.0,-84.0,0.005
32016,-101.0,-84.0,0.005
32017,-153.0,-84.0,0.005
32018,-141.0,-84.0,0.005
32019,-104.0,-84.0,0.005
32020,-212.0,-84.0,0.005
32021,-94.0,-84.0,0.005
32022,-139.0,-84.0,0.005
32023,-89.0,-84.0,0.005
32024,-91.0,-84.0,0.005
32025,-138.0,-84.0,0.005
32026,-145.0,-84.0,0.005
32027,-93.0,-84.0,0.005
32028,-106.0,-84.0,0.005
32029,-146.0,-84.0,0.005
32030,-86.0,-84.0,0.005
32031,-87.0,-84.0,0.005
32032,-106.0,-84.0,0.005
32033,-88.0,-84.0,0.005
32034,-105.0,-84.0,0.005
32035,-160.0,-84.0,0.005
32036,-141.0,-84.0,0.005
32037,-106.0,-84.0,0.005
32038,-142.0,-84.0,0.005
32039,-106.0,-84.0,0.005
32040,-166.0,-84.0,0.005
32041,-140.0,-84.0,0.005
32042,-135.0,-84.0,0.005
32043,-105.0,-84.0,0.005
32044,-146.0,-84.0,0.005
32045,-89.0,-84.0,0.005
32046,-171.0,-84.0,0.005
32047,-107.0,-84.0,0.005
32048,-93.0,-84.0,0.005
32049,-134.0,-84.0,0.005
32050,-96.0,-84.0,0.005
32051,-162.0,-84.0,0.005
32052,-106.0,-84.0,0.005
32053,-135.0,-84.0,0.005
32054,-152.0,-84.0,0.005
32055,-96.0,-84.0,0.005
32056,-90.0,-84.0,0.005
32057,-177.0,-84.0,0.005
32058,-90.0,-84.0,0.005
32059,-141.0,-84.0,0.005
32060,-155.0,-84.0,0.005
32061,-87.0,-84.0,0.005
32062,-178.0,-84.0,0.005
32063,-112.0,-84.0,0.005
32064,-99.0,-84.0,0.005
32065,-153.0,-84.0,0.005
32066,-108.0,-84.0,0.005
32067,-107.0,-84.0,0.005
32068,-152.0,-84.0,0.005
32069,-90.0,-84.0,0.005
32070,-88.0,-84.0,0.005
32071,-107.0,-84.0,0.005
32072,-144.0,-84.0,0.005
32073,-143.0,-84.0,0.005
32074,-140.0,-84.0,0.005
32075,-135.0,-84.0,0.005
32076,-140.0,-84.0,0.005
32077,-149.0,-84.0,0.005
32078,-106.0,-84.0,0.005
32079,-88.0,-84.0,0.005
32080,-106.0,-84.0,0.005
32081,-102.0,-84.0,0.005
32082,-86.0,-84.0,0.005
32083,-149.0,-84.0,0.005
32084,-137.0,-84.0,0.005
32085,-98.0,-84.0,0.005
32086,-141.0,-84.0,0.005
32087,-154.0,-84.0,0.005
32088,-142.0,-84.0,0.005
32089,-98.0,-84.0,0.005
32090,-155.0,-84.0,0.005
32091,-156.0,-84.0,0.005
32092,-108.0,-84.0,0.005
32093,-107.0,-84.0,0.005
32094,-102.0,-84.0,0.005
32095,-167.0,-84.0,0.005
32096,-141.0,-84.0,0.005
32097,-144.0,-84.0,0.005
32098,-96.0,-84.0,0.005
32099,-105.0,-84.0,0.005
32100,-138.0,-84.0,0.005
32101,-90.0,-84.0,0.005
32102,-144.0,-84.0,0.005
32103,-139.0,-84.0,0.005
32104,-135.0,-84.0,0.005
32105,-141.0,-84.0,0.005
32106,-138.0,-84.0,0.005
32107,-143.0,-84.0,0.005
32108,-143.0,-84.0,0.005
32109,-87.0,-84.0,0.005
32110,-90.0,-84.0,0.005
32111,-107.0,-84.0,0.005
32112,-94.0,-84.0,0.005
32113,-140.0,-84.0,0.005
32114,-89.0,-84.0,0.005
32115,-138.0,-84.0,0.005
32116,-142.0,-84.0,0.005
32117,-142.0,-84.0,0.005
32118,-138.0,-84.0,0.005
32119,-143.0,-84.0,0.005
32120,-143.0,-84.0,0.005
32121,-165.0,-84.0,0.005
32122,-143.0,-84.0,0.005
32123,-91.0,-84.0,0.005
32124,-106.0,-84.0,0.005
32125,-106.0,-84.0,0.005
32126,-108.0,-84.0,0.005
32127,-88.0,-84.0,0.005
32128,-144.0,-84.0,0.005
32129,-142.0,-84.0,0.005
32130,-105.0,-84.0,0.005
32131,-107.0,-84.0,0.005
32132,-143.0,-84.0,0.005
32133,-88.0,-84.0,0.005
32134,-86.0,-84.0,0.005
32135,-88.0,-84.0,0.005
32136,-147.0,-84.0,0.005
32137,-91.0,-84.0,0.005
32138,-140.0,-84.0,0.005
32139,-134.0,-84.0,0.005
32140,-107.0,-84.0,0.005
32141,-93.0,-84.0,0.005
32142,-105.0,-84.0,0.005
32143,-103.0,-84.0,0.005
32144,-93.0,-84.0,0.005
32145,-138.0,-84.0,0.005
32146,-140.0,-84.0,0.005
32147,-95.0,-84.0,0.005
32148,-102.0,-84.0,0.005
32149,-90.0,-84.0,0.005
32150,-106.0,-84.0,0.005
32151,-90.0,-84.0,0.005
32152,-92.0,-84.0,0.005
32153,-144.0,-84.0,0.005
32154,-106.0,-84.0,0.005
32155,-147.0,-84.0,0.005
32156,-170.0,-84.0,0.005
32157,-88.0,-84.0,0.005
32158,-96.0,-84.0,0.005
32159,-96.0,-84.0,0.005
32160,-140.0,-84.0,0.005
32161,-140.0,-84.0,0.005
32162,-136.0,-84.0,0.005
32163,-105.0,-84.0,0.005
32164,-107.0,-84.0,0.005
32165,-145.0,-84.0,0.005
32166,-90.0,-84.0,0.005
32167,-107.0,-84.0,0.005
32168,-114.0,-84.0,0.005
32169,-107.0,-84.0,0.005
32170,-184.0,-84.0,0.005
32171,-107.0,-84.0,0.005
32172,-107.0,-84.0,0.005
32173,-105.0,-84.0,0.005
32174,-133.0,-84.0,0.005
32175,-106.0,-84.0,0.005
32176,-138.0,-84.0,0.005
32177,-90.0,-84.0,0.005
32178,-153.0,-84.0,0.005
32179,-106.0,-84.0,0.005
32180,-154.0,-84.0,0.005
32181,-98.0,-84.0,0.005
32182,-90.0,-84.0,0.005
32183,-107.0,-84.0,0.005
32184,-106.0,-84.0,0.005
32185,-101.0,-84.0,0.005
32186,-136.0,-84.0,0.005
32187,-147.0,-84.0,0.005
32188,-135.0,-84.0,0.005
32189,-109.0,-84.0,0.005
32190,-106.0,-84.0,0.005
32191,-143.0,-84.0,0.005
32192,-106.0,-84.0,0.005
32193,-150.0,-84.0,0.005
32194,-153.0,-84.0,0.005
32195,-135.0,-84.0,0.005
32196,-144.0,-84.0,0.005
32197,-106.0,-84.0,0.005
32198,-107.0,-84.0,0.005
32199,-91.0,-84.0,0.005
32200,-106.0,-84.0,0.005
32201,-105.0,-84.0,0.005
32202,-144.0,-84.0,0.005
32203,-107.0,-84.0,0.005
32204,-107.0,-84.0,0.005
32205,-162.0,-84.0,0.005
32206,-152.0,-84.0,0.005
32207,-144.0,-84.0,0.005
32208,-156.0,-84.0,0.005
32209,-164.0,-84.0,0.005
32210,-84.0,-84.0,0.005
32211,-106.0,-84.0,0.005
32212,-142.0,-84.0,0.005
32213,-147.0,-84.0,0.005
32214,-106.0,-84.0,0.005
32215,-94.0,-84.0,0.005
32216,-85.0,-84.0,0.005
32217,-87.0,-84.0,0.005
32218,-142.0,-84.0,0.005
32219,-88.0,-84.0,0.005
32220,-106.0,-84.0,0.005
32221,-106.0,-84.0,0.005
32222,-105.0,-84.0,0.005
32223,-143.0,-84.0,0.005
32224,-142.0,-84.0,0.005
32225,-154.0,-84.0,0.005
32226,-93.0,-84.0,0.005
32227,-87.0,-84.0,0.005
32228,-139.0,-84.0,0.005
32229,-85.0,-84.0,0.005
32230,-147.0,-84.0,0.005
32231,-95.0,-84.0,0.005
32232,-138.0,-84.0,0.005
32233,-143.0,-84.0,0.005
32234,-106.0,-84.0,0.005
32235,-145.0,-84.0,0.005
32236,-151.0,-84.0,0.005
32237,-105.0,-84.0,0.005
32238,-100.0,-84.0,0.005
32239,-139.0,-84.0,0.005
32240,-142.0,-84.0,0.005
32241,-89.0,-84.0,0.005
32242,-91.0,-84.0,0.005
32243,-107.0,-84.0,0.005
32244,-137.0,-84.0,0.005
32245,-163.0,-84.0,0.005
32246,-138.0,-84.0,0.005
32247,-89.0,-84.0,0.005
32248,-98.0,-84.0,0.005
32249,-139.0,-84.0,0.005
32250,-136.0,-84.0,0.005
32251,-106.0,-84.0,0.005
32252,-106.0,-84.0,0.005
32253,-146.0,-84.0,0.005
32254,-87.0,-84.0,0.005
32255,-86.0,-84.0,0.005
32256,-141.0,-84.0,0.005
32257,-141.0,-84.0,0.005
32258,-178.0,-84.0,0.005
32259,-146.0,-84.0,0.005
32260,-89.0,-84.0,0.005
32261,-86.0,-84.0,0.005
32262,-140.0,-84.0,0.005
32263,-106.0,-84.0,0.005
32264,-161.0,-84.0,0.005
32265,-88.0,-84.0,0.005
32266,-88.0,-84.0,0.005
32267,-138.0,-84.0,0.005
32268,-162.0,-84.0,0.005
32269,-148.0,-84.0,0.005
32270,-145.0,-84.0,0.005
32271,-153.0,-84.0,0.005
32272,-147.0,-84.0,0.005
32273,-142.0,-84.0,0.005
32274,-154.0,-84.0,0.005
32275,-106.0,-84.0,0.005
32276,-147.0,-84.0,0.005
32277,-132.0,-84.0,0.005
32278,-88.0,-84.0,0.005
32279,-138.0,-84.0,0.005
32280,-87.0,-84.0,0.005
32281,-106.0,-84.0,0.005
32282,-93.0,-84.0,0.005
32283,-138.0,-84.0,0.005
32284,-106.0,-84.0,0.005
32285,-91.0,-84.0,0.005
32286,-144.0,-84.0,0.005
32287,-86.0,-84.0,0.005
32288,-143.0,-84.0,0.005
32289,-153.0,-84.0,0.005
32290,-106.0,-84.0,0.005
32291,-150.0,-84.0,0.005
32292,-153.0,-84.0,0.005
32293,-147.0,-84.0,0.005
32294,-107.0,-84.0,0.005
32295,-148.0,-84.0,0.005
32296,-89.0,-84.0,0.005
32297,-89.0,-84.0,0.005
32298,-106.0,-84.0,0.005
32299,-105.0,-84.0,0.005
32300,-138.0,-84.0,0.005
32301,-87.0,-84.0,0.005
32302,-106.0,-84.0,0.005
32303,-107.0,-84.0,0.005
32304,-106.0,-84.0,0.005
32305,-86.0,-84.0,0.005
32306,-139.0,-84.0,0.005
32307,-89.0,-84.0,0.005
32308,-107.0,-84.0,0.005
32309,-212.0,-84.0,0.005
32310,-145.0,-84.0,0.005
32311,-153.0,-84.0,0.005
32312,-91.0,-84.0,0.005
32313,-106.0,-84.0,0.005
32314,-92.0,-84.0,0.005
32315,-99.0,-84.0,0.005
32316,-107.0,-84.0,0.005
32317,-105.0,-84.0,0.005
32318,-134.0,-84.0,0.005
32319,-139.0,-84.0,0.005
32320,-134.0,-84.0,0.005
32321,-86.0,-84.0,0.005
32322,-106.0,-84.0,0.005
32323,-139.0,-84.0,0.005
