episode,total_reward,best_reward,agent.epsilon
15712,-148.0,-87.0,0.005
15713,-142.0,-87.0,0.005
15714,-143.0,-87.0,0.005
15715,-161.0,-87.0,0.005
15716,-110.0,-87.0,0.005
15717,-112.0,-87.0,0.005
15718,-144.0,-87.0,0.005
15719,-195.0,-87.0,0.005
15720,-149.0,-87.0,0.005
15721,-114.0,-87.0,0.005
15722,-111.0,-87.0,0.005
15723,-142.0,-87.0,0.005
15724,-149.0,-87.0,0.005
15725,-148.0,-87.0,0.005
15726,-148.0,-87.0,0.005
15727,-143.0,-87.0,0.005
15728,-144.0,-87.0,0.005
15729,-146.0,-87.0,0.005
15730,-114.0,-87.0,0.005
15731,-153.0,-87.0,0.005
15732,-109.0,-87.0,0.005
15733,-122.0,-87.0,0.005
15734,-158.0,-87.0,0.005
15735,-150.0,-87.0,0.005
15736,-149.0,-87.0,0.005
15737,-153.0,-87.0,0.005
15738,-112.0,-87.0,0.005
15739,-157.0,-87.0,0.005
15740,-118.0,-87.0,0.005
15741,-109.0,-87.0,0.005
15742,-162.0,-87.0,0.005
15743,-143.0,-87.0,0.005
15744,-147.0,-87.0,0.005
15745,-101.0,-87.0,0.005
15746,-110.0,-87.0,0.005
15747,-156.0,-87.0,0.005
15748,-113.0,-87.0,0.005
15749,-117.0,-87.0,0.005
15750,-145.0,-87.0,0.005
15751,-155.0,-87.0,0.005
15752,-154.0,-87.0,0.005
15753,-143.0,-87.0,0.005
15754,-103.0,-87.0,0.005
15755,-142.0,-87.0,0.005
15756,-146.0,-87.0,0.005
15757,-142.0,-87.0,0.005
15758,-139.0,-87.0,0.005
15759,-144.0,-87.0,0.005
15760,-146.0,-87.0,0.005
15761,-155.0,-87.0,0.005
15762,-139.0,-87.0,0.005
15763,-183.0,-87.0,0.005
15764,-172.0,-87.0,0.005
15765,-147.0,-87.0,0.005
15766,-140.0,-87.0,0.005
15767,-143.0,-87.0,0.005
15768,-88.0,-87.0,0.005
15769,-140.0,-87.0,0.005
15770,-141.0,-87.0,0.005
15771,-150.0,-87.0,0.005
15772,-119.0,-87.0,0.005
15773,-152.0,-87.0,0.005
15774,-163.0,-87.0,0.005
15775,-121.0,-87.0,0.005
15776,-145.0,-87.0,0.005
15777,-155.0,-87.0,0.005
15778,-111.0,-87.0,0.005
15779,-112.0,-87.0,0.005
15780,-146.0,-87.0,0.005
15781,-99.0,-87.0,0.005
15782,-146.0,-87.0,0.005
15783,-116.0,-87.0,0.005
15784,-123.0,-87.0,0.005
15785,-95.0,-87.0,0.005
15786,-146.0,-87.0,0.005
15787,-112.0,-87.0,0.005
15788,-148.0,-87.0,0.005
15789,-152.0,-87.0,0.005
15790,-189.0,-87.0,0.005
15791,-117.0,-87.0,0.005
15792,-141.0,-87.0,0.005
15793,-149.0,-87.0,0.005
15794,-151.0,-87.0,0.005
15795,-110.0,-87.0,0.005
15796,-140.0,-87.0,0.005
15797,-155.0,-87.0,0.005
15798,-141.0,-87.0,0.005
15799,-111.0,-87.0,0.005
15800,-167.0,-87.0,0.005
15801,-89.0,-87.0,0.005
15802,-111.0,-87.0,0.005
15803,-149.0,-87.0,0.005
15804,-152.0,-87.0,0.005
15805,-145.0,-87.0,0.005
15806,-144.0,-87.0,0.005
15807,-161.0,-87.0,0.005
15808,-108.0,-87.0,0.005
15809,-147.0,-87.0,0.005
15810,-149.0,-87.0,0.005
15811,-146.0,-87.0,0.005
15812,-157.0,-87.0,0.005
15813,-119.0,-87.0,0.005
15814,-143.0,-87.0,0.005
15815,-173.0,-87.0,0.005
15816,-161.0,-87.0,0.005
15817,-152.0,-87.0,0.005
15818,-94.0,-87.0,0.005
15819,-110.0,-87.0,0.005
15820,-111.0,-87.0,0.005
15821,-150.0,-87.0,0.005
15822,-149.0,-87.0,0.005
15823,-91.0,-87.0,0.005
15824,-194.0,-87.0,0.005
15825,-117.0,-87.0,0.005
15826,-148.0,-87.0,0.005
15827,-99.0,-87.0,0.005
15828,-110.0,-87.0,0.005
15829,-192.0,-87.0,0.005
15830,-141.0,-87.0,0.005
15831,-148.0,-87.0,0.005
15832,-126.0,-87.0,0.005
15833,-113.0,-87.0,0.005
15834,-147.0,-87.0,0.005
15835,-146.0,-87.0,0.005
15836,-141.0,-87.0,0.005
15837,-142.0,-87.0,0.005
15838,-161.0,-87.0,0.005
15839,-140.0,-87.0,0.005
15840,-148.0,-87.0,0.005
15841,-144.0,-87.0,0.005
15842,-147.0,-87.0,0.005
15843,-192.0,-87.0,0.005
15844,-157.0,-87.0,0.005
15845,-155.0,-87.0,0.005
15846,-148.0,-87.0,0.005
15847,-139.0,-87.0,0.005
15848,-109.0,-87.0,0.005
15849,-97.0,-87.0,0.005
15850,-156.0,-87.0,0.005
15851,-149.0,-87.0,0.005
15852,-154.0,-87.0,0.005
15853,-179.0,-87.0,0.005
15854,-144.0,-87.0,0.005
15855,-98.0,-87.0,0.005
15856,-149.0,-87.0,0.005
15857,-143.0,-87.0,0.005
15858,-168.0,-87.0,0.005
15859,-114.0,-87.0,0.005
15860,-168.0,-87.0,0.005
15861,-151.0,-87.0,0.005
15862,-166.0,-87.0,0.005
15863,-114.0,-87.0,0.005
15864,-115.0,-87.0,0.005
15865,-103.0,-87.0,0.005
15866,-161.0,-87.0,0.005
15867,-122.0,-87.0,0.005
15868,-138.0,-87.0,0.005
15869,-109.0,-87.0,0.005
15870,-143.0,-87.0,0.005
15871,-95.0,-87.0,0.005
15872,-184.0,-87.0,0.005
15873,-157.0,-87.0,0.005
15874,-154.0,-87.0,0.005
15875,-146.0,-87.0,0.005
15876,-113.0,-87.0,0.005
15877,-147.0,-87.0,0.005
15878,-145.0,-87.0,0.005
15879,-135.0,-87.0,0.005
15880,-103.0,-87.0,0.005
15881,-119.0,-87.0,0.005
15882,-141.0,-87.0,0.005
15883,-145.0,-87.0,0.005
15884,-144.0,-87.0,0.005
15885,-148.0,-87.0,0.005
15886,-99.0,-87.0,0.005
15887,-152.0,-87.0,0.005
15888,-89.0,-87.0,0.005
15889,-112.0,-87.0,0.005
15890,-140.0,-87.0,0.005
15891,-94.0,-87.0,0.005
15892,-138.0,-87.0,0.005
15893,-173.0,-87.0,0.005
15894,-149.0,-87.0,0.005
15895,-91.0,-87.0,0.005
15896,-147.0,-87.0,0.005
15897,-150.0,-87.0,0.005
15898,-155.0,-87.0,0.005
15899,-195.0,-87.0,0.005
15900,-149.0,-87.0,0.005
15901,-113.0,-87.0,0.005
15902,-109.0,-87.0,0.005
15903,-167.0,-87.0,0.005
15904,-124.0,-87.0,0.005
15905,-90.0,-87.0,0.005
15906,-148.0,-87.0,0.005
15907,-116.0,-87.0,0.005
15908,-140.0,-87.0,0.005
15909,-134.0,-87.0,0.005
15910,-110.0,-87.0,0.005
15911,-110.0,-87.0,0.005
15912,-145.0,-87.0,0.005
15913,-158.0,-87.0,0.005
15914,-149.0,-87.0,0.005
15915,-147.0,-87.0,0.005
15916,-148.0,-87.0,0.005
15917,-147.0,-87.0,0.005
15918,-155.0,-87.0,0.005
15919,-137.0,-87.0,0.005
15920,-194.0,-87.0,0.005
15921,-198.0,-87.0,0.005
15922,-140.0,-87.0,0.005
15923,-95.0,-87.0,0.005
15924,-136.0,-87.0,0.005
15925,-111.0,-87.0,0.005
15926,-115.0,-87.0,0.005
15927,-146.0,-87.0,0.005
15928,-142.0,-87.0,0.005
15929,-154.0,-87.0,0.005
15930,-142.0,-87.0,0.005
15931,-146.0,-87.0,0.005
15932,-151.0,-87.0,0.005
15933,-152.0,-87.0,0.005
15934,-120.0,-87.0,0.005
15935,-148.0,-87.0,0.005
15936,-142.0,-87.0,0.005
15937,-110.0,-87.0,0.005
15938,-144.0,-87.0,0.005
15939,-113.0,-87.0,0.005
15940,-142.0,-87.0,0.005
15941,-152.0,-87.0,0.005
15942,-98.0,-87.0,0.005
15943,-151.0,-87.0,0.005
15944,-213.0,-87.0,0.005
15945,-143.0,-87.0,0.005
15946,-140.0,-87.0,0.005
15947,-144.0,-87.0,0.005
15948,-111.0,-87.0,0.005
15949,-113.0,-87.0,0.005
15950,-140.0,-87.0,0.005
15951,-116.0,-87.0,0.005
15952,-112.0,-87.0,0.005
15953,-117.0,-87.0,0.005
15954,-114.0,-87.0,0.005
15955,-147.0,-87.0,0.005
15956,-153.0,-87.0,0.005
15957,-110.0,-87.0,0.005
15958,-110.0,-87.0,0.005
15959,-144.0,-87.0,0.005
15960,-146.0,-87.0,0.005
15961,-149.0,-87.0,0.005
15962,-175.0,-87.0,0.005
15963,-152.0,-87.0,0.005
15964,-110.0,-87.0,0.005
15965,-115.0,-87.0,0.005
15966,-159.0,-87.0,0.005
15967,-179.0,-87.0,0.005
15968,-148.0,-87.0,0.005
15969,-152.0,-87.0,0.005
15970,-114.0,-87.0,0.005
15971,-109.0,-87.0,0.005
15972,-152.0,-87.0,0.005
15973,-147.0,-87.0,0.005
15974,-108.0,-87.0,0.005
15975,-143.0,-87.0,0.005
15976,-121.0,-87.0,0.005
15977,-146.0,-87.0,0.005
15978,-115.0,-87.0,0.005
15979,-98.0,-87.0,0.005
15980,-150.0,-87.0,0.005
15981,-148.0,-87.0,0.005
15982,-153.0,-87.0,0.005
15983,-158.0,-87.0,0.005
15984,-110.0,-87.0,0.005
15985,-144.0,-87.0,0.005
15986,-140.0,-87.0,0.005
15987,-115.0,-87.0,0.005
15988,-160.0,-87.0,0.005
15989,-93.0,-87.0,0.005
15990,-143.0,-87.0,0.005
15991,-142.0,-87.0,0.005
15992,-162.0,-87.0,0.005
15993,-156.0,-87.0,0.005
15994,-150.0,-87.0,0.005
15995,-146.0,-87.0,0.005
15996,-193.0,-87.0,0.005
15997,-154.0,-87.0,0.005
15998,-112.0,-87.0,0.005
15999,-149.0,-87.0,0.005
16000,-138.0,-87.0,0.005
16001,-153.0,-87.0,0.005
16002,-152.0,-87.0,0.005
16003,-96.0,-87.0,0.005
16004,-111.0,-87.0,0.005
16005,-120.0,-87.0,0.005
16006,-111.0,-87.0,0.005
16007,-114.0,-87.0,0.005
16008,-110.0,-87.0,0.005
16009,-166.0,-87.0,0.005
16010,-121.0,-87.0,0.005
16011,-149.0,-87.0,0.005
16012,-151.0,-87.0,0.005
16013,-149.0,-87.0,0.005
16014,-112.0,-87.0,0.005
16015,-112.0,-87.0,0.005
16016,-142.0,-87.0,0.005
16017,-168.0,-87.0,0.005
16018,-117.0,-87.0,0.005
16019,-119.0,-87.0,0.005
16020,-147.0,-87.0,0.005
16021,-115.0,-87.0,0.005
16022,-143.0,-87.0,0.005
16023,-114.0,-87.0,0.005
16024,-168.0,-87.0,0.005
16025,-150.0,-87.0,0.005
16026,-159.0,-87.0,0.005
16027,-110.0,-87.0,0.005
16028,-110.0,-87.0,0.005
16029,-123.0,-87.0,0.005
16030,-111.0,-87.0,0.005
16031,-140.0,-87.0,0.005
16032,-149.0,-87.0,0.005
16033,-143.0,-87.0,0.005
16034,-144.0,-87.0,0.005
16035,-145.0,-87.0,0.005
16036,-114.0,-87.0,0.005
16037,-143.0,-87.0,0.005
16038,-125.0,-87.0,0.005
16039,-108.0,-87.0,0.005
16040,-160.0,-87.0,0.005
16041,-185.0,-87.0,0.005
16042,-152.0,-87.0,0.005
16043,-141.0,-87.0,0.005
16044,-119.0,-87.0,0.005
16045,-112.0,-87.0,0.005
16046,-90.0,-87.0,0.005
16047,-111.0,-87.0,0.005
16048,-114.0,-87.0,0.005
16049,-145.0,-87.0,0.005
16050,-147.0,-87.0,0.005
16051,-117.0,-87.0,0.005
16052,-156.0,-87.0,0.005
16053,-140.0,-87.0,0.005
16054,-145.0,-87.0,0.005
16055,-141.0,-87.0,0.005
16056,-143.0,-87.0,0.005
16057,-156.0,-87.0,0.005
16058,-119.0,-87.0,0.005
16059,-163.0,-87.0,0.005
16060,-140.0,-87.0,0.005
16061,-113.0,-87.0,0.005
16062,-141.0,-87.0,0.005
16063,-152.0,-87.0,0.005
16064,-94.0,-87.0,0.005
16065,-144.0,-87.0,0.005
16066,-169.0,-87.0,0.005
16067,-152.0,-87.0,0.005
16068,-114.0,-87.0,0.005
16069,-148.0,-87.0,0.005
16070,-147.0,-87.0,0.005
16071,-150.0,-87.0,0.005
16072,-156.0,-87.0,0.005
16073,-154.0,-87.0,0.005
16074,-156.0,-87.0,0.005
16075,-111.0,-87.0,0.005
16076,-118.0,-87.0,0.005
16077,-149.0,-87.0,0.005
16078,-110.0,-87.0,0.005
16079,-158.0,-87.0,0.005
16080,-140.0,-87.0,0.005
16081,-141.0,-87.0,0.005
16082,-169.0,-87.0,0.005
16083,-164.0,-87.0,0.005
16084,-144.0,-87.0,0.005
16085,-120.0,-87.0,0.005
16086,-152.0,-87.0,0.005
16087,-147.0,-87.0,0.005
16088,-142.0,-87.0,0.005
16089,-142.0,-87.0,0.005
16090,-102.0,-87.0,0.005
16091,-153.0,-87.0,0.005
16092,-154.0,-87.0,0.005
16093,-154.0,-87.0,0.005
16094,-147.0,-87.0,0.005
16095,-154.0,-87.0,0.005
16096,-157.0,-87.0,0.005
16097,-158.0,-87.0,0.005
16098,-110.0,-87.0,0.005
16099,-145.0,-87.0,0.005
16100,-140.0,-87.0,0.005
16101,-116.0,-87.0,0.005
16102,-99.0,-87.0,0.005
16103,-110.0,-87.0,0.005
16104,-148.0,-87.0,0.005
16105,-141.0,-87.0,0.005
16106,-108.0,-87.0,0.005
16107,-129.0,-87.0,0.005
16108,-149.0,-87.0,0.005
16109,-145.0,-87.0,0.005
16110,-159.0,-87.0,0.005
16111,-134.0,-87.0,0.005
16112,-122.0,-87.0,0.005
16113,-111.0,-87.0,0.005
16114,-161.0,-87.0,0.005
16115,-142.0,-87.0,0.005
16116,-161.0,-87.0,0.005
16117,-148.0,-87.0,0.005
16118,-144.0,-87.0,0.005
16119,-168.0,-87.0,0.005
16120,-158.0,-87.0,0.005
16121,-143.0,-87.0,0.005
16122,-143.0,-87.0,0.005
16123,-145.0,-87.0,0.005
16124,-144.0,-87.0,0.005
16125,-112.0,-87.0,0.005
16126,-92.0,-87.0,0.005
16127,-144.0,-87.0,0.005
16128,-175.0,-87.0,0.005
16129,-146.0,-87.0,0.005
16130,-140.0,-87.0,0.005
16131,-171.0,-87.0,0.005
16132,-162.0,-87.0,0.005
16133,-142.0,-87.0,0.005
16134,-185.0,-87.0,0.005
16135,-160.0,-87.0,0.005
16136,-149.0,-87.0,0.005
16137,-152.0,-87.0,0.005
16138,-141.0,-87.0,0.005
16139,-152.0,-87.0,0.005
16140,-113.0,-87.0,0.005
16141,-109.0,-87.0,0.005
16142,-110.0,-87.0,0.005
16143,-116.0,-87.0,0.005
16144,-148.0,-87.0,0.005
16145,-118.0,-87.0,0.005
16146,-181.0,-87.0,0.005
16147,-147.0,-87.0,0.005
16148,-150.0,-87.0,0.005
16149,-150.0,-87.0,0.005
16150,-149.0,-87.0,0.005
16151,-115.0,-87.0,0.005
16152,-108.0,-87.0,0.005
16153,-152.0,-87.0,0.005
16154,-137.0,-87.0,0.005
16155,-143.0,-87.0,0.005
16156,-145.0,-87.0,0.005
16157,-118.0,-87.0,0.005
16158,-135.0,-87.0,0.005
16159,-108.0,-87.0,0.005
16160,-140.0,-87.0,0.005
16161,-141.0,-87.0,0.005
16162,-102.0,-87.0,0.005
16163,-126.0,-87.0,0.005
16164,-107.0,-87.0,0.005
16165,-108.0,-87.0,0.005
16166,-164.0,-87.0,0.005
16167,-153.0,-87.0,0.005
16168,-104.0,-87.0,0.005
16169,-154.0,-87.0,0.005
16170,-140.0,-87.0,0.005
16171,-148.0,-87.0,0.005
16172,-112.0,-87.0,0.005
16173,-121.0,-87.0,0.005
16174,-156.0,-87.0,0.005
16175,-113.0,-87.0,0.005
16176,-146.0,-87.0,0.005
16177,-150.0,-87.0,0.005
16178,-123.0,-87.0,0.005
16179,-108.0,-87.0,0.005
16180,-162.0,-87.0,0.005
16181,-143.0,-87.0,0.005
16182,-144.0,-87.0,0.005
16183,-112.0,-87.0,0.005
16184,-153.0,-87.0,0.005
16185,-142.0,-87.0,0.005
16186,-149.0,-87.0,0.005
16187,-142.0,-87.0,0.005
16188,-149.0,-87.0,0.005
16189,-143.0,-87.0,0.005
16190,-153.0,-87.0,0.005
16191,-109.0,-87.0,0.005
16192,-141.0,-87.0,0.005
16193,-109.0,-87.0,0.005
16194,-144.0,-87.0,0.005
16195,-144.0,-87.0,0.005
16196,-140.0,-87.0,0.005
16197,-160.0,-87.0,0.005
16198,-149.0,-87.0,0.005
16199,-89.0,-87.0,0.005
16200,-148.0,-87.0,0.005
16201,-157.0,-87.0,0.005
16202,-158.0,-87.0,0.005
16203,-156.0,-87.0,0.005
16204,-142.0,-87.0,0.005
16205,-141.0,-87.0,0.005
16206,-114.0,-87.0,0.005
16207,-118.0,-87.0,0.005
16208,-109.0,-87.0,0.005
16209,-144.0,-87.0,0.005
16210,-123.0,-87.0,0.005
16211,-138.0,-87.0,0.005
16212,-110.0,-87.0,0.005
16213,-138.0,-87.0,0.005
16214,-95.0,-87.0,0.005
16215,-143.0,-87.0,0.005
16216,-148.0,-87.0,0.005
16217,-156.0,-87.0,0.005
16218,-169.0,-87.0,0.005
16219,-117.0,-87.0,0.005
16220,-163.0,-87.0,0.005
16221,-148.0,-87.0,0.005
16222,-142.0,-87.0,0.005
16223,-147.0,-87.0,0.005
16224,-153.0,-87.0,0.005
16225,-196.0,-87.0,0.005
16226,-142.0,-87.0,0.005
16227,-110.0,-87.0,0.005
16228,-140.0,-87.0,0.005
16229,-122.0,-87.0,0.005
16230,-98.0,-87.0,0.005
16231,-151.0,-87.0,0.005
16232,-150.0,-87.0,0.005
16233,-118.0,-87.0,0.005
16234,-142.0,-87.0,0.005
16235,-112.0,-87.0,0.005
16236,-110.0,-87.0,0.005
16237,-168.0,-87.0,0.005
16238,-148.0,-87.0,0.005
16239,-196.0,-87.0,0.005
16240,-124.0,-87.0,0.005
16241,-150.0,-87.0,0.005
16242,-147.0,-87.0,0.005
16243,-153.0,-87.0,0.005
16244,-138.0,-87.0,0.005
16245,-149.0,-87.0,0.005
16246,-151.0,-87.0,0.005
16247,-143.0,-87.0,0.005
16248,-166.0,-87.0,0.005
16249,-145.0,-87.0,0.005
16250,-145.0,-87.0,0.005
16251,-114.0,-87.0,0.005
16252,-144.0,-87.0,0.005
16253,-99.0,-87.0,0.005
16254,-99.0,-87.0,0.005
16255,-110.0,-87.0,0.005
16256,-111.0,-87.0,0.005
16257,-149.0,-87.0,0.005
16258,-114.0,-87.0,0.005
16259,-157.0,-87.0,0.005
16260,-163.0,-87.0,0.005
16261,-125.0,-87.0,0.005
16262,-116.0,-87.0,0.005
16263,-144.0,-87.0,0.005
16264,-143.0,-87.0,0.005
16265,-146.0,-87.0,0.005
16266,-111.0,-87.0,0.005
16267,-153.0,-87.0,0.005
16268,-116.0,-87.0,0.005
16269,-111.0,-87.0,0.005
16270,-148.0,-87.0,0.005
16271,-149.0,-87.0,0.005
16272,-170.0,-87.0,0.005
16273,-149.0,-87.0,0.005
16274,-155.0,-87.0,0.005
16275,-94.0,-87.0,0.005
16276,-113.0,-87.0,0.005
16277,-108.0,-87.0,0.005
16278,-141.0,-87.0,0.005
16279,-108.0,-87.0,0.005
16280,-150.0,-87.0,0.005
16281,-140.0,-87.0,0.005
16282,-149.0,-87.0,0.005
16283,-144.0,-87.0,0.005
16284,-143.0,-87.0,0.005
16285,-143.0,-87.0,0.005
16286,-154.0,-87.0,0.005
16287,-149.0,-87.0,0.005
16288,-149.0,-87.0,0.005
16289,-148.0,-87.0,0.005
16290,-147.0,-87.0,0.005
16291,-108.0,-87.0,0.005
16292,-156.0,-87.0,0.005
16293,-108.0,-87.0,0.005
16294,-141.0,-87.0,0.005
16295,-147.0,-87.0,0.005
16296,-158.0,-87.0,0.005
16297,-114.0,-87.0,0.005
16298,-137.0,-87.0,0.005
16299,-149.0,-87.0,0.005
16300,-151.0,-87.0,0.005
16301,-166.0,-87.0,0.005
16302,-166.0,-87.0,0.005
16303,-153.0,-87.0,0.005
16304,-98.0,-87.0,0.005
16305,-90.0,-87.0,0.005
16306,-149.0,-87.0,0.005
16307,-168.0,-87.0,0.005
16308,-162.0,-87.0,0.005
16309,-157.0,-87.0,0.005
16310,-206.0,-87.0,0.005
16311,-110.0,-87.0,0.005
16312,-169.0,-87.0,0.005
16313,-112.0,-87.0,0.005
16314,-96.0,-87.0,0.005
16315,-87.0,-87.0,0.005
16316,-99.0,-87.0,0.005
16317,-153.0,-87.0,0.005
16318,-118.0,-87.0,0.005
16319,-116.0,-87.0,0.005
16320,-112.0,-87.0,0.005
16321,-138.0,-87.0,0.005
16322,-99.0,-87.0,0.005
16323,-149.0,-87.0,0.005
16324,-148.0,-87.0,0.005
16325,-143.0,-87.0,0.005
16326,-135.0,-87.0,0.005
16327,-152.0,-87.0,0.005
16328,-158.0,-87.0,0.005
16329,-161.0,-87.0,0.005
16330,-143.0,-87.0,0.005
16331,-139.0,-87.0,0.005
16332,-108.0,-87.0,0.005
16333,-151.0,-87.0,0.005
16334,-146.0,-87.0,0.005
16335,-149.0,-87.0,0.005
16336,-156.0,-87.0,0.005
16337,-151.0,-87.0,0.005
16338,-147.0,-87.0,0.005
16339,-112.0,-87.0,0.005
16340,-108.0,-87.0,0.005
16341,-157.0,-87.0,0.005
16342,-142.0,-87.0,0.005
16343,-182.0,-87.0,0.005
16344,-150.0,-87.0,0.005
16345,-145.0,-87.0,0.005
16346,-147.0,-87.0,0.005
16347,-110.0,-87.0,0.005
16348,-145.0,-87.0,0.005
16349,-150.0,-87.0,0.005
16350,-147.0,-87.0,0.005
16351,-115.0,-87.0,0.005
16352,-149.0,-87.0,0.005
16353,-150.0,-87.0,0.005
16354,-108.0,-87.0,0.005
16355,-100.0,-87.0,0.005
16356,-158.0,-87.0,0.005
16357,-115.0,-87.0,0.005
16358,-170.0,-87.0,0.005
16359,-162.0,-87.0,0.005
16360,-137.0,-87.0,0.005
16361,-98.0,-87.0,0.005
16362,-86.0,-86.0,0.005
16363,-138.0,-86.0,0.005
16364,-148.0,-86.0,0.005
16365,-194.0,-86.0,0.005
16366,-143.0,-86.0,0.005
16367,-113.0,-86.0,0.005
16368,-166.0,-86.0,0.005
16369,-153.0,-86.0,0.005
16370,-157.0,-86.0,0.005
16371,-153.0,-86.0,0.005
16372,-110.0,-86.0,0.005
16373,-169.0,-86.0,0.005
16374,-142.0,-86.0,0.005
16375,-147.0,-86.0,0.005
16376,-143.0,-86.0,0.005
16377,-143.0,-86.0,0.005
16378,-136.0,-86.0,0.005
16379,-153.0,-86.0,0.005
16380,-143.0,-86.0,0.005
16381,-206.0,-86.0,0.005
16382,-100.0,-86.0,0.005
16383,-151.0,-86.0,0.005
16384,-112.0,-86.0,0.005
16385,-138.0,-86.0,0.005
16386,-122.0,-86.0,0.005
16387,-182.0,-86.0,0.005
16388,-147.0,-86.0,0.005
16389,-97.0,-86.0,0.005
16390,-120.0,-86.0,0.005
16391,-108.0,-86.0,0.005
16392,-111.0,-86.0,0.005
16393,-147.0,-86.0,0.005
16394,-149.0,-86.0,0.005
16395,-153.0,-86.0,0.005
16396,-109.0,-86.0,0.005
16397,-90.0,-86.0,0.005
16398,-138.0,-86.0,0.005
16399,-108.0,-86.0,0.005
16400,-144.0,-86.0,0.005
16401,-146.0,-86.0,0.005
16402,-86.0,-86.0,0.005
16403,-173.0,-86.0,0.005
16404,-147.0,-86.0,0.005
16405,-113.0,-86.0,0.005
16406,-140.0,-86.0,0.005
16407,-116.0,-86.0,0.005
16408,-95.0,-86.0,0.005
16409,-116.0,-86.0,0.005
16410,-148.0,-86.0,0.005
16411,-111.0,-86.0,0.005
16412,-111.0,-86.0,0.005
16413,-168.0,-86.0,0.005
16414,-139.0,-86.0,0.005
16415,-131.0,-86.0,0.005
16416,-142.0,-86.0,0.005
16417,-155.0,-86.0,0.005
16418,-154.0,-86.0,0.005
16419,-112.0,-86.0,0.005
16420,-147.0,-86.0,0.005
16421,-143.0,-86.0,0.005
16422,-170.0,-86.0,0.005
16423,-152.0,-86.0,0.005
16424,-145.0,-86.0,0.005
16425,-111.0,-86.0,0.005
16426,-108.0,-86.0,0.005
16427,-121.0,-86.0,0.005
16428,-163.0,-86.0,0.005
16429,-160.0,-86.0,0.005
16430,-210.0,-86.0,0.005
16431,-150.0,-86.0,0.005
16432,-179.0,-86.0,0.005
16433,-150.0,-86.0,0.005
16434,-151.0,-86.0,0.005
16435,-166.0,-86.0,0.005
16436,-108.0,-86.0,0.005
16437,-141.0,-86.0,0.005
16438,-157.0,-86.0,0.005
16439,-142.0,-86.0,0.005
16440,-118.0,-86.0,0.005
16441,-154.0,-86.0,0.005
16442,-149.0,-86.0,0.005
16443,-114.0,-86.0,0.005
16444,-118.0,-86.0,0.005
16445,-158.0,-86.0,0.005
16446,-110.0,-86.0,0.005
16447,-158.0,-86.0,0.005
16448,-113.0,-86.0,0.005
16449,-151.0,-86.0,0.005
16450,-167.0,-86.0,0.005
16451,-147.0,-86.0,0.005
16452,-170.0,-86.0,0.005
16453,-151.0,-86.0,0.005
16454,-111.0,-86.0,0.005
16455,-148.0,-86.0,0.005
16456,-140.0,-86.0,0.005
16457,-159.0,-86.0,0.005
16458,-171.0,-86.0,0.005
16459,-146.0,-86.0,0.005
16460,-147.0,-86.0,0.005
16461,-154.0,-86.0,0.005
16462,-138.0,-86.0,0.005
16463,-146.0,-86.0,0.005
16464,-138.0,-86.0,0.005
16465,-117.0,-86.0,0.005
16466,-108.0,-86.0,0.005
16467,-150.0,-86.0,0.005
16468,-116.0,-86.0,0.005
16469,-135.0,-86.0,0.005
16470,-94.0,-86.0,0.005
16471,-100.0,-86.0,0.005
16472,-180.0,-86.0,0.005
16473,-143.0,-86.0,0.005
16474,-94.0,-86.0,0.005
16475,-101.0,-86.0,0.005
16476,-155.0,-86.0,0.005
16477,-143.0,-86.0,0.005
16478,-168.0,-86.0,0.005
16479,-144.0,-86.0,0.005
16480,-167.0,-86.0,0.005
16481,-109.0,-86.0,0.005
16482,-179.0,-86.0,0.005
16483,-94.0,-86.0,0.005
16484,-102.0,-86.0,0.005
16485,-101.0,-86.0,0.005
16486,-118.0,-86.0,0.005
16487,-149.0,-86.0,0.005
16488,-156.0,-86.0,0.005
16489,-149.0,-86.0,0.005
16490,-109.0,-86.0,0.005
16491,-148.0,-86.0,0.005
16492,-92.0,-86.0,0.005
16493,-144.0,-86.0,0.005
16494,-152.0,-86.0,0.005
16495,-141.0,-86.0,0.005
16496,-86.0,-86.0,0.005
16497,-111.0,-86.0,0.005
16498,-112.0,-86.0,0.005
16499,-148.0,-86.0,0.005
16500,-125.0,-86.0,0.005
16501,-156.0,-86.0,0.005
16502,-109.0,-86.0,0.005
16503,-110.0,-86.0,0.005
16504,-146.0,-86.0,0.005
16505,-147.0,-86.0,0.005
16506,-153.0,-86.0,0.005
16507,-152.0,-86.0,0.005
16508,-173.0,-86.0,0.005
16509,-113.0,-86.0,0.005
16510,-173.0,-86.0,0.005
16511,-118.0,-86.0,0.005
16512,-149.0,-86.0,0.005
16513,-109.0,-86.0,0.005
16514,-108.0,-86.0,0.005
16515,-179.0,-86.0,0.005
16516,-113.0,-86.0,0.005
16517,-108.0,-86.0,0.005
16518,-140.0,-86.0,0.005
16519,-117.0,-86.0,0.005
16520,-152.0,-86.0,0.005
16521,-123.0,-86.0,0.005
16522,-133.0,-86.0,0.005
16523,-141.0,-86.0,0.005
16524,-159.0,-86.0,0.005
16525,-150.0,-86.0,0.005
16526,-154.0,-86.0,0.005
16527,-108.0,-86.0,0.005
16528,-151.0,-86.0,0.005
16529,-86.0,-86.0,0.005
16530,-121.0,-86.0,0.005
16531,-107.0,-86.0,0.005
16532,-157.0,-86.0,0.005
16533,-116.0,-86.0,0.005
