Episode,Reward,Average_Reward,Episode_Length
87,-389.0,-250.0,0.005
88,-423.0,-250.0,0.005
89,-357.0,-250.0,0.005
90,-356.0,-250.0,0.005
91,-276.0,-250.0,0.005
92,-451.0,-250.0,0.005
93,-373.0,-250.0,0.005
94,-442.0,-250.0,0.005
95,-424.0,-250.0,0.005
96,-368.0,-250.0,0.005
97,-305.0,-250.0,0.005
98,-494.0,-250.0,0.005
99,-441.0,-250.0,0.005
100,-343.0,-250.0,0.005
101,-269.0,-250.0,0.005
102,-320.0,-250.0,0.005
103,-421.0,-250.0,0.005
104,-245.0,-245.0,0.005
105,-460.0,-245.0,0.005
106,-352.0,-245.0,0.005
107,-348.0,-245.0,0.005
108,-388.0,-245.0,0.005
109,-324.0,-245.0,0.005
110,-367.0,-245.0,0.005
111,-321.0,-245.0,0.005
112,-449.0,-245.0,0.005
113,-304.0,-245.0,0.005
114,-323.0,-245.0,0.005
115,-310.0,-245.0,0.005
116,-268.0,-245.0,0.005
117,-483.0,-245.0,0.005
118,-325.0,-245.0,0.005
119,-239.0,-239.0,0.005
120,-262.0,-239.0,0.005
121,-307.0,-239.0,0.005
122,-314.0,-239.0,0.005
123,-391.0,-239.0,0.005
124,-363.0,-239.0,0.005
125,-363.0,-239.0,0.005
126,-416.0,-239.0,0.005
127,-304.0,-239.0,0.005
128,-272.0,-239.0,0.005
129,-324.0,-239.0,0.005
130,-246.0,-239.0,0.005
131,-308.0,-239.0,0.005
132,-262.0,-239.0,0.005
133,-227.0,-227.0,0.005
134,-321.0,-227.0,0.005
135,-305.0,-227.0,0.005
136,-343.0,-227.0,0.005
137,-273.0,-227.0,0.005
138,-324.0,-227.0,0.005
139,-257.0,-227.0,0.005
140,-282.0,-227.0,0.005
141,-328.0,-227.0,0.005
142,-312.0,-227.0,0.005
143,-306.0,-227.0,0.005
144,-307.0,-227.0,0.005
145,-275.0,-227.0,0.005
146,-237.0,-227.0,0.005
147,-322.0,-227.0,0.005
148,-339.0,-227.0,0.005
149,-279.0,-227.0,0.005
150,-342.0,-227.0,0.005
151,-282.0,-227.0,0.005
152,-232.0,-227.0,0.005
153,-368.0,-227.0,0.005
154,-379.0,-227.0,0.005
155,-354.0,-227.0,0.005
156,-279.0,-227.0,0.005
157,-270.0,-227.0,0.005
158,-323.0,-227.0,0.005
159,-267.0,-227.0,0.005
160,-234.0,-227.0,0.005
161,-291.0,-227.0,0.005
162,-313.0,-227.0,0.005
163,-229.0,-227.0,0.005
164,-193.0,-193.0,0.005
165,-291.0,-193.0,0.005
166,-238.0,-193.0,0.005
167,-271.0,-193.0,0.005
168,-311.0,-193.0,0.005
169,-267.0,-193.0,0.005
170,-276.0,-193.0,0.005
171,-234.0,-193.0,0.005
172,-325.0,-193.0,0.005
173,-262.0,-193.0,0.005
174,-418.0,-193.0,0.005
175,-224.0,-193.0,0.005
176,-330.0,-193.0,0.005
177,-232.0,-193.0,0.005
178,-235.0,-193.0,0.005
179,-233.0,-193.0,0.005
180,-357.0,-193.0,0.005
181,-239.0,-193.0,0.005
182,-353.0,-193.0,0.005
183,-307.0,-193.0,0.005
184,-268.0,-193.0,0.005
185,-190.0,-190.0,0.005
186,-263.0,-190.0,0.005
187,-232.0,-190.0,0.005
188,-243.0,-190.0,0.005
189,-314.0,-190.0,0.005
190,-314.0,-190.0,0.005
191,-248.0,-190.0,0.005
192,-414.0,-190.0,0.005
193,-338.0,-190.0,0.005
194,-195.0,-190.0,0.005
195,-239.0,-190.0,0.005
196,-219.0,-190.0,0.005
197,-336.0,-190.0,0.005
198,-268.0,-190.0,0.005
199,-232.0,-190.0,0.005
200,-264.0,-190.0,0.005
201,-232.0,-190.0,0.005
202,-266.0,-190.0,0.005
203,-363.0,-190.0,0.005
204,-330.0,-190.0,0.005
205,-238.0,-190.0,0.005
206,-238.0,-190.0,0.005
207,-270.0,-190.0,0.005
208,-263.0,-190.0,0.005
209,-280.0,-190.0,0.005
210,-189.0,-189.0,0.005
211,-190.0,-189.0,0.005
212,-268.0,-189.0,0.005
213,-225.0,-189.0,0.005
214,-242.0,-189.0,0.005
215,-407.0,-189.0,0.005
216,-239.0,-189.0,0.005
217,-314.0,-189.0,0.005
218,-191.0,-189.0,0.005
219,-304.0,-189.0,0.005
220,-230.0,-189.0,0.005
221,-236.0,-189.0,0.005
222,-226.0,-189.0,0.005
223,-241.0,-189.0,0.005
224,-309.0,-189.0,0.005
225,-200.0,-189.0,0.005
226,-237.0,-189.0,0.005
227,-258.0,-189.0,0.005
228,-232.0,-189.0,0.005
229,-231.0,-189.0,0.005
230,-286.0,-189.0,0.005
231,-311.0,-189.0,0.005
232,-317.0,-189.0,0.005
233,-234.0,-189.0,0.005
234,-228.0,-189.0,0.005
235,-203.0,-189.0,0.005
236,-162.0,-162.0,0.005
237,-319.0,-162.0,0.005
238,-194.0,-162.0,0.005
239,-267.0,-162.0,0.005
240,-229.0,-162.0,0.005
241,-254.0,-162.0,0.005
242,-286.0,-162.0,0.005
243,-249.0,-162.0,0.005
244,-248.0,-162.0,0.005
245,-232.0,-162.0,0.005
246,-304.0,-162.0,0.005
247,-235.0,-162.0,0.005
248,-250.0,-162.0,0.005
249,-229.0,-162.0,0.005
250,-194.0,-162.0,0.005
251,-223.0,-162.0,0.005
252,-323.0,-162.0,0.005
253,-268.0,-162.0,0.005
254,-248.0,-162.0,0.005
255,-186.0,-162.0,0.005
256,-228.0,-162.0,0.005
257,-244.0,-162.0,0.005
258,-226.0,-162.0,0.005
259,-279.0,-162.0,0.005
260,-245.0,-162.0,0.005
261,-264.0,-162.0,0.005
262,-283.0,-162.0,0.005
263,-240.0,-162.0,0.005
264,-278.0,-162.0,0.005
265,-284.0,-162.0,0.005
266,-188.0,-162.0,0.005
267,-236.0,-162.0,0.005
268,-230.0,-162.0,0.005
269,-231.0,-162.0,0.005
270,-226.0,-162.0,0.005
271,-226.0,-162.0,0.005
272,-237.0,-162.0,0.005
273,-190.0,-162.0,0.005
274,-206.0,-162.0,0.005
275,-270.0,-162.0,0.005
276,-228.0,-162.0,0.005
277,-265.0,-162.0,0.005
278,-202.0,-162.0,0.005
279,-232.0,-162.0,0.005
280,-278.0,-162.0,0.005
281,-265.0,-162.0,0.005
282,-152.0,-152.0,0.005
283,-306.0,-152.0,0.005
284,-190.0,-152.0,0.005
285,-299.0,-152.0,0.005
286,-237.0,-152.0,0.005
287,-289.0,-152.0,0.005
288,-216.0,-152.0,0.005
289,-193.0,-152.0,0.005
290,-230.0,-152.0,0.005
291,-232.0,-152.0,0.005
292,-221.0,-152.0,0.005
293,-189.0,-152.0,0.005
294,-226.0,-152.0,0.005
295,-236.0,-152.0,0.005
296,-269.0,-152.0,0.005
297,-249.0,-152.0,0.005
298,-269.0,-152.0,0.005
299,-234.0,-152.0,0.005
300,-250.0,-152.0,0.005
301,-233.0,-152.0,0.005
302,-186.0,-152.0,0.005
303,-327.0,-152.0,0.005
304,-259.0,-152.0,0.005
305,-187.0,-152.0,0.005
306,-283.0,-152.0,0.005
307,-191.0,-152.0,0.005
308,-207.0,-152.0,0.005
309,-244.0,-152.0,0.005
310,-185.0,-152.0,0.005
311,-230.0,-152.0,0.005
312,-243.0,-152.0,0.005
313,-277.0,-152.0,0.005
314,-188.0,-152.0,0.005
315,-192.0,-152.0,0.005
316,-248.0,-152.0,0.005
317,-237.0,-152.0,0.005
318,-325.0,-152.0,0.005
319,-187.0,-152.0,0.005
320,-253.0,-152.0,0.005
321,-194.0,-152.0,0.005
322,-251.0,-152.0,0.005
323,-231.0,-152.0,0.005
324,-289.0,-152.0,0.005
325,-231.0,-152.0,0.005
326,-182.0,-152.0,0.005
327,-386.0,-152.0,0.005
328,-311.0,-152.0,0.005
329,-277.0,-152.0,0.005
330,-189.0,-152.0,0.005
331,-196.0,-152.0,0.005
332,-238.0,-152.0,0.005
333,-188.0,-152.0,0.005
334,-193.0,-152.0,0.005
335,-185.0,-152.0,0.005
336,-267.0,-152.0,0.005
337,-257.0,-152.0,0.005
338,-270.0,-152.0,0.005
339,-288.0,-152.0,0.005
340,-263.0,-152.0,0.005
341,-194.0,-152.0,0.005
342,-273.0,-152.0,0.005
343,-189.0,-152.0,0.005
344,-251.0,-152.0,0.005
345,-188.0,-152.0,0.005
346,-231.0,-152.0,0.005
347,-233.0,-152.0,0.005
348,-270.0,-152.0,0.005
349,-235.0,-152.0,0.005
350,-197.0,-152.0,0.005
351,-186.0,-152.0,0.005
352,-374.0,-152.0,0.005
353,-185.0,-152.0,0.005
354,-275.0,-152.0,0.005
355,-229.0,-152.0,0.005
356,-220.0,-152.0,0.005
357,-196.0,-152.0,0.005
358,-323.0,-152.0,0.005
359,-228.0,-152.0,0.005
360,-315.0,-152.0,0.005
361,-203.0,-152.0,0.005
362,-249.0,-152.0,0.005
363,-245.0,-152.0,0.005
364,-333.0,-152.0,0.005
365,-235.0,-152.0,0.005
366,-170.0,-152.0,0.005
367,-251.0,-152.0,0.005
368,-268.0,-152.0,0.005
369,-241.0,-152.0,0.005
370,-295.0,-152.0,0.005
371,-198.0,-152.0,0.005
372,-304.0,-152.0,0.005
373,-190.0,-152.0,0.005
374,-235.0,-152.0,0.005
375,-233.0,-152.0,0.005
376,-191.0,-152.0,0.005
377,-190.0,-152.0,0.005
378,-229.0,-152.0,0.005
379,-225.0,-152.0,0.005
380,-188.0,-152.0,0.005
381,-255.0,-152.0,0.005
382,-221.0,-152.0,0.005
383,-224.0,-152.0,0.005
384,-244.0,-152.0,0.005
385,-258.0,-152.0,0.005
386,-281.0,-152.0,0.005
387,-229.0,-152.0,0.005
388,-233.0,-152.0,0.005
389,-174.0,-152.0,0.005
390,-164.0,-152.0,0.005
391,-276.0,-152.0,0.005
392,-231.0,-152.0,0.005
393,-270.0,-152.0,0.005
394,-278.0,-152.0,0.005
395,-185.0,-152.0,0.005
396,-186.0,-152.0,0.005
397,-230.0,-152.0,0.005
398,-231.0,-152.0,0.005
399,-250.0,-152.0,0.005
400,-188.0,-152.0,0.005
401,-224.0,-152.0,0.005
402,-192.0,-152.0,0.005
403,-228.0,-152.0,0.005
404,-231.0,-152.0,0.005
405,-267.0,-152.0,0.005
406,-279.0,-152.0,0.005
407,-273.0,-152.0,0.005
408,-233.0,-152.0,0.005
409,-187.0,-152.0,0.005
410,-184.0,-152.0,0.005
411,-234.0,-152.0,0.005
412,-238.0,-152.0,0.005
413,-196.0,-152.0,0.005
414,-251.0,-152.0,0.005
415,-187.0,-152.0,0.005
416,-157.0,-152.0,0.005
417,-231.0,-152.0,0.005
418,-193.0,-152.0,0.005
419,-186.0,-152.0,0.005
420,-194.0,-152.0,0.005
421,-202.0,-152.0,0.005
422,-185.0,-152.0,0.005
423,-272.0,-152.0,0.005
424,-189.0,-152.0,0.005
425,-252.0,-152.0,0.005
426,-231.0,-152.0,0.005
427,-288.0,-152.0,0.005
428,-230.0,-152.0,0.005
429,-225.0,-152.0,0.005
430,-229.0,-152.0,0.005
431,-224.0,-152.0,0.005
432,-231.0,-152.0,0.005
433,-194.0,-152.0,0.005
434,-290.0,-152.0,0.005
435,-264.0,-152.0,0.005
436,-158.0,-152.0,0.005
437,-249.0,-152.0,0.005
438,-190.0,-152.0,0.005
439,-226.0,-152.0,0.005
440,-237.0,-152.0,0.005
441,-193.0,-152.0,0.005
442,-217.0,-152.0,0.005
443,-242.0,-152.0,0.005
444,-189.0,-152.0,0.005
445,-222.0,-152.0,0.005
446,-193.0,-152.0,0.005
447,-229.0,-152.0,0.005
448,-232.0,-152.0,0.005
449,-162.0,-152.0,0.005
450,-219.0,-152.0,0.005
451,-222.0,-152.0,0.005
452,-279.0,-152.0,0.005
453,-117.0,-117.0,0.005
454,-191.0,-117.0,0.005
455,-185.0,-117.0,0.005
456,-334.0,-117.0,0.005
457,-154.0,-117.0,0.005
458,-190.0,-117.0,0.005
459,-225.0,-117.0,0.005
460,-272.0,-117.0,0.005
461,-201.0,-117.0,0.005
462,-187.0,-117.0,0.005
463,-218.0,-117.0,0.005
464,-232.0,-117.0,0.005
465,-239.0,-117.0,0.005
466,-179.0,-117.0,0.005
467,-181.0,-117.0,0.005
468,-212.0,-117.0,0.005
469,-308.0,-117.0,0.005
470,-363.0,-117.0,0.005
471,-224.0,-117.0,0.005
472,-246.0,-117.0,0.005
473,-150.0,-117.0,0.005
474,-198.0,-117.0,0.005
475,-166.0,-117.0,0.005
476,-171.0,-117.0,0.005
477,-216.0,-117.0,0.005
478,-194.0,-117.0,0.005
479,-264.0,-117.0,0.005
480,-238.0,-117.0,0.005
481,-184.0,-117.0,0.005
482,-238.0,-117.0,0.005
483,-192.0,-117.0,0.005
484,-187.0,-117.0,0.005
485,-285.0,-117.0,0.005
486,-188.0,-117.0,0.005
487,-190.0,-117.0,0.005
488,-231.0,-117.0,0.005
489,-257.0,-117.0,0.005
490,-260.0,-117.0,0.005
491,-188.0,-117.0,0.005
492,-244.0,-117.0,0.005
493,-189.0,-117.0,0.005
494,-197.0,-117.0,0.005
495,-239.0,-117.0,0.005
496,-229.0,-117.0,0.005
497,-186.0,-117.0,0.005
498,-199.0,-117.0,0.005
499,-227.0,-117.0,0.005
500,-189.0,-117.0,0.005
501,-189.0,-117.0,0.005
502,-158.0,-117.0,0.005
503,-170.0,-117.0,0.005
504,-160.0,-117.0,0.005
505,-238.0,-117.0,0.005
506,-183.0,-117.0,0.005
507,-194.0,-117.0,0.005
508,-191.0,-117.0,0.005
509,-223.0,-117.0,0.005
510,-195.0,-117.0,0.005
511,-238.0,-117.0,0.005
512,-243.0,-117.0,0.005
513,-161.0,-117.0,0.005
514,-192.0,-117.0,0.005
515,-184.0,-117.0,0.005
516,-239.0,-117.0,0.005
517,-208.0,-117.0,0.005
518,-228.0,-117.0,0.005
519,-292.0,-117.0,0.005
520,-192.0,-117.0,0.005
521,-229.0,-117.0,0.005
522,-185.0,-117.0,0.005
523,-186.0,-117.0,0.005
524,-187.0,-117.0,0.005
525,-187.0,-117.0,0.005
526,-184.0,-117.0,0.005
527,-266.0,-117.0,0.005
528,-169.0,-117.0,0.005
529,-230.0,-117.0,0.005
530,-164.0,-117.0,0.005
531,-183.0,-117.0,0.005
532,-163.0,-117.0,0.005
533,-225.0,-117.0,0.005
534,-158.0,-117.0,0.005
535,-180.0,-117.0,0.005
536,-244.0,-117.0,0.005
537,-183.0,-117.0,0.005
538,-188.0,-117.0,0.005
539,-186.0,-117.0,0.005
540,-233.0,-117.0,0.005
541,-192.0,-117.0,0.005
542,-190.0,-117.0,0.005
543,-184.0,-117.0,0.005
544,-233.0,-117.0,0.005
545,-203.0,-117.0,0.005
546,-194.0,-117.0,0.005
547,-251.0,-117.0,0.005
548,-159.0,-117.0,0.005
549,-127.0,-117.0,0.005
550,-194.0,-117.0,0.005
551,-199.0,-117.0,0.005
552,-202.0,-117.0,0.005
553,-243.0,-117.0,0.005
554,-245.0,-117.0,0.005
555,-186.0,-117.0,0.005
556,-158.0,-117.0,0.005
557,-176.0,-117.0,0.005
558,-198.0,-117.0,0.005
559,-185.0,-117.0,0.005
560,-199.0,-117.0,0.005
561,-205.0,-117.0,0.005
562,-190.0,-117.0,0.005
563,-259.0,-117.0,0.005
564,-231.0,-117.0,0.005
565,-196.0,-117.0,0.005
566,-124.0,-117.0,0.005
567,-229.0,-117.0,0.005
568,-169.0,-117.0,0.005
569,-188.0,-117.0,0.005
570,-278.0,-117.0,0.005
571,-195.0,-117.0,0.005
572,-192.0,-117.0,0.005
573,-205.0,-117.0,0.005
574,-191.0,-117.0,0.005
575,-164.0,-117.0,0.005
576,-224.0,-117.0,0.005
577,-199.0,-117.0,0.005
578,-155.0,-117.0,0.005
579,-160.0,-117.0,0.005
580,-181.0,-117.0,0.005
581,-188.0,-117.0,0.005
582,-160.0,-117.0,0.005
583,-167.0,-117.0,0.005
584,-189.0,-117.0,0.005
585,-232.0,-117.0,0.005
586,-185.0,-117.0,0.005
587,-182.0,-117.0,0.005
588,-224.0,-117.0,0.005
589,-157.0,-117.0,0.005
590,-171.0,-117.0,0.005
591,-235.0,-117.0,0.005
592,-189.0,-117.0,0.005
593,-168.0,-117.0,0.005
594,-188.0,-117.0,0.005
595,-166.0,-117.0,0.005
596,-192.0,-117.0,0.005
597,-204.0,-117.0,0.005
598,-161.0,-117.0,0.005
599,-209.0,-117.0,0.005
600,-122.0,-117.0,0.005
601,-181.0,-117.0,0.005
602,-190.0,-117.0,0.005
603,-240.0,-117.0,0.005
604,-154.0,-117.0,0.005
605,-190.0,-117.0,0.005
606,-186.0,-117.0,0.005
607,-188.0,-117.0,0.005
608,-193.0,-117.0,0.005
609,-165.0,-117.0,0.005
610,-193.0,-117.0,0.005
611,-126.0,-117.0,0.005
612,-247.0,-117.0,0.005
613,-194.0,-117.0,0.005
614,-168.0,-117.0,0.005
615,-122.0,-117.0,0.005
616,-241.0,-117.0,0.005
617,-162.0,-117.0,0.005
618,-205.0,-117.0,0.005
619,-160.0,-117.0,0.005
620,-160.0,-117.0,0.005
621,-160.0,-117.0,0.005
622,-159.0,-117.0,0.005
623,-152.0,-117.0,0.005
624,-164.0,-117.0,0.005
625,-242.0,-117.0,0.005
626,-187.0,-117.0,0.005
627,-199.0,-117.0,0.005
628,-224.0,-117.0,0.005
629,-183.0,-117.0,0.005
630,-195.0,-117.0,0.005
631,-163.0,-117.0,0.005
632,-193.0,-117.0,0.005
633,-210.0,-117.0,0.005
634,-189.0,-117.0,0.005
635,-121.0,-117.0,0.005
636,-185.0,-117.0,0.005
637,-174.0,-117.0,0.005
638,-163.0,-117.0,0.005
639,-186.0,-117.0,0.005
640,-168.0,-117.0,0.005
641,-190.0,-117.0,0.005
642,-256.0,-117.0,0.005
643,-189.0,-117.0,0.005
644,-190.0,-117.0,0.005
645,-224.0,-117.0,0.005
646,-123.0,-117.0,0.005
647,-156.0,-117.0,0.005
648,-130.0,-117.0,0.005
649,-186.0,-117.0,0.005
650,-185.0,-117.0,0.005
651,-202.0,-117.0,0.005
652,-153.0,-117.0,0.005
653,-228.0,-117.0,0.005
654,-157.0,-117.0,0.005
655,-190.0,-117.0,0.005
656,-157.0,-117.0,0.005
657,-123.0,-117.0,0.005
658,-184.0,-117.0,0.005
659,-191.0,-117.0,0.005
660,-203.0,-117.0,0.005
661,-125.0,-117.0,0.005
662,-155.0,-117.0,0.005
663,-231.0,-117.0,0.005
664,-227.0,-117.0,0.005
665,-192.0,-117.0,0.005
666,-127.0,-117.0,0.005
667,-122.0,-117.0,0.005
668,-168.0,-117.0,0.005
669,-180.0,-117.0,0.005
670,-155.0,-117.0,0.005
671,-140.0,-117.0,0.005
672,-197.0,-117.0,0.005
673,-261.0,-117.0,0.005
674,-156.0,-117.0,0.005
675,-157.0,-117.0,0.005
676,-208.0,-117.0,0.005
677,-185.0,-117.0,0.005
678,-195.0,-117.0,0.005
679,-215.0,-117.0,0.005
680,-121.0,-117.0,0.005
681,-187.0,-117.0,0.005
682,-171.0,-117.0,0.005
683,-232.0,-117.0,0.005
684,-119.0,-117.0,0.005
685,-160.0,-117.0,0.005
686,-188.0,-117.0,0.005
687,-124.0,-117.0,0.005
688,-161.0,-117.0,0.005
689,-150.0,-117.0,0.005
690,-203.0,-117.0,0.005
691,-195.0,-117.0,0.005
692,-187.0,-117.0,0.005
693,-141.0,-117.0,0.005
694,-117.0,-117.0,0.005
695,-160.0,-117.0,0.005
696,-192.0,-117.0,0.005
697,-202.0,-117.0,0.005
698,-150.0,-117.0,0.005
699,-197.0,-117.0,0.005
700,-153.0,-117.0,0.005
701,-120.0,-117.0,0.005
702,-124.0,-117.0,0.005
703,-158.0,-117.0,0.005
704,-182.0,-117.0,0.005
705,-188.0,-117.0,0.005
706,-155.0,-117.0,0.005
707,-180.0,-117.0,0.005
708,-170.0,-117.0,0.005
709,-199.0,-117.0,0.005
710,-216.0,-117.0,0.005
711,-119.0,-117.0,0.005
712,-176.0,-117.0,0.005
713,-189.0,-117.0,0.005
714,-124.0,-117.0,0.005
715,-121.0,-117.0,0.005
716,-191.0,-117.0,0.005
717,-178.0,-117.0,0.005
718,-196.0,-117.0,0.005
719,-163.0,-117.0,0.005
720,-159.0,-117.0,0.005
721,-155.0,-117.0,0.005
722,-151.0,-117.0,0.005
723,-156.0,-117.0,0.005
724,-231.0,-117.0,0.005
725,-151.0,-117.0,0.005
726,-153.0,-117.0,0.005
727,-186.0,-117.0,0.005
728,-183.0,-117.0,0.005
729,-117.0,-117.0,0.005
730,-179.0,-117.0,0.005
731,-119.0,-117.0,0.005
732,-246.0,-117.0,0.005
733,-118.0,-117.0,0.005
734,-191.0,-117.0,0.005
735,-187.0,-117.0,0.005
736,-125.0,-117.0,0.005
737,-150.0,-117.0,0.005
738,-211.0,-117.0,0.005
739,-159.0,-117.0,0.005
740,-196.0,-117.0,0.005
741,-121.0,-117.0,0.005
742,-175.0,-117.0,0.005
743,-230.0,-117.0,0.005
744,-159.0,-117.0,0.005
745,-186.0,-117.0,0.005
746,-155.0,-117.0,0.005
747,-187.0,-117.0,0.005
748,-196.0,-117.0,0.005
749,-156.0,-117.0,0.005
750,-155.0,-117.0,0.005
751,-157.0,-117.0,0.005
752,-158.0,-117.0,0.005
753,-163.0,-117.0,0.005
754,-157.0,-117.0,0.005
755,-159.0,-117.0,0.005
756,-155.0,-117.0,0.005
757,-187.0,-117.0,0.005
758,-187.0,-117.0,0.005
759,-193.0,-117.0,0.005
760,-194.0,-117.0,0.005
761,-124.0,-117.0,0.005
762,-197.0,-117.0,0.005
763,-158.0,-117.0,0.005
764,-187.0,-117.0,0.005
765,-122.0,-117.0,0.005
766,-129.0,-117.0,0.005
767,-115.0,-115.0,0.005
768,-153.0,-115.0,0.005
769,-156.0,-115.0,0.005
770,-117.0,-115.0,0.005
771,-181.0,-115.0,0.005
772,-206.0,-115.0,0.005
773,-192.0,-115.0,0.005
774,-191.0,-115.0,0.005
775,-195.0,-115.0,0.005
776,-204.0,-115.0,0.005
777,-218.0,-115.0,0.005
778,-152.0,-115.0,0.005
779,-187.0,-115.0,0.005
780,-121.0,-115.0,0.005
781,-120.0,-115.0,0.005
782,-186.0,-115.0,0.005
783,-187.0,-115.0,0.005
784,-158.0,-115.0,0.005
785,-152.0,-115.0,0.005
786,-164.0,-115.0,0.005
787,-119.0,-115.0,0.005
788,-117.0,-115.0,0.005
789,-186.0,-115.0,0.005
790,-249.0,-115.0,0.005
791,-191.0,-115.0,0.005
792,-192.0,-115.0,0.005
793,-167.0,-115.0,0.005
794,-172.0,-115.0,0.005
795,-171.0,-115.0,0.005
796,-160.0,-115.0,0.005
797,-192.0,-115.0,0.005
798,-117.0,-115.0,0.005
799,-116.0,-115.0,0.005
800,-163.0,-115.0,0.005
801,-189.0,-115.0,0.005
802,-187.0,-115.0,0.005
803,-207.0,-115.0,0.005
804,-118.0,-115.0,0.005
805,-154.0,-115.0,0.005
806,-122.0,-115.0,0.005
807,-194.0,-115.0,0.005
808,-119.0,-115.0,0.005
809,-121.0,-115.0,0.005
810,-119.0,-115.0,0.005
811,-154.0,-115.0,0.005
812,-120.0,-115.0,0.005
813,-183.0,-115.0,0.005
814,-185.0,-115.0,0.005
815,-138.0,-115.0,0.005
816,-155.0,-115.0,0.005
817,-171.0,-115.0,0.005
818,-182.0,-115.0,0.005
819,-118.0,-115.0,0.005
820,-188.0,-115.0,0.005
821,-187.0,-115.0,0.005
822,-191.0,-115.0,0.005
823,-153.0,-115.0,0.005
824,-195.0,-115.0,0.005
825,-182.0,-115.0,0.005
826,-146.0,-115.0,0.005
827,-121.0,-115.0,0.005
828,-117.0,-115.0,0.005
829,-184.0,-115.0,0.005
830,-119.0,-115.0,0.005
831,-118.0,-115.0,0.005
832,-188.0,-115.0,0.005
833,-219.0,-115.0,0.005
834,-181.0,-115.0,0.005
835,-123.0,-115.0,0.005
836,-146.0,-115.0,0.005
837,-143.0,-115.0,0.005
838,-118.0,-115.0,0.005
839,-155.0,-115.0,0.005
840,-114.0,-114.0,0.005
841,-161.0,-114.0,0.005
842,-205.0,-114.0,0.005
843,-116.0,-114.0,0.005
844,-114.0,-114.0,0.005
845,-157.0,-114.0,0.005
846,-118.0,-114.0,0.005
847,-181.0,-114.0,0.005
848,-151.0,-114.0,0.005
849,-187.0,-114.0,0.005
850,-117.0,-114.0,0.005
851,-150.0,-114.0,0.005
852,-172.0,-114.0,0.005
853,-158.0,-114.0,0.005
854,-186.0,-114.0,0.005
855,-155.0,-114.0,0.005
856,-115.0,-114.0,0.005
857,-154.0,-114.0,0.005
858,-169.0,-114.0,0.005
859,-155.0,-114.0,0.005
860,-168.0,-114.0,0.005
861,-180.0,-114.0,0.005
862,-179.0,-114.0,0.005
863,-186.0,-114.0,0.005
864,-160.0,-114.0,0.005
865,-160.0,-114.0,0.005
866,-116.0,-114.0,0.005
867,-121.0,-114.0,0.005
868,-183.0,-114.0,0.005
869,-113.0,-113.0,0.005
870,-185.0,-113.0,0.005
